city,r_name,username,text,address,star,src,time,friend_count,review_count,photo_count
Los Angeles,Bottega Louie,Weho J.,"Amazing Service, Location and Food.  Stunning.","CA, CA",5.0,https://s3-media0.fl.yelpcdn.com/photo/HLPkkH6_sChsxQMW0VKrGg/60s.jpg,3/19/2022,0,2,
Los Angeles,Bottega Louie,Jessica T.,"I'd say it's as much of a true Italian restaurant as it can be. The atmosphere is really casual and cozy, and the staff is all very pleasant and helpful. I loved the  calamari and pasta. Everything was fresh and prepared to perfection.They also have a great wine list and a wonderful assortment of olive oils to serve with your bread. Excellent meal and service without being exorbitantly priced.","Northridge, San Fernando Valley, CA",5.0,https://s3-media0.fl.yelpcdn.com/photo/826Et9UR-cmKaUTA2PKamQ/60s.jpg,3/18/2022,3,12,2
Los Angeles,Bottega Louie,Darius S.,The thin crust pizza is the best in the city . Also brunch is  amazing.    Also the desserts are amazing .,"West Hollywood, CA",5.0,https://s3-media0.fl.yelpcdn.com/photo/JrEh3VoZAodjYTyuONx2MA/60s.jpg,3/13/2022,112,6,
Los Angeles,Bottega Louie,Alissa V.,"I come here solely for the macaroons, which are great! I love the experience","South East LA, Los Angeles, CA",5.0,https://s3-media0.fl.yelpcdn.com/photo/CWt1rcDf8dd4TPcg0z2dkg/60s.jpg,3/9/2022,16,13,3
Los Angeles,Bottega Louie,Anna D.,As a food lover I know a lot about good restaurants. This is one of my faves. design is another good side here. always a pleasure. gives me feelings that I'm back in Europe where I'm actually from.love love xo xo.,"San Francisco, CA",5.0,https://s3-media0.fl.yelpcdn.com/photo/8jOUp19xTxAHRYOTNVanNQ/60s.jpg,3/5/2022,0,8,
Los Angeles,Bottega Louie,Ellie S.,"Really great pizza, ordered the one with the cracked egg on it and fresh arugula. The menu items are on the pricey side, but are worth it in my opinion. The macarons are also great as well. They also have a drink menu with a nice selection. Again, on the pricier side, but well worth it.","Los Angeles, CA",5.0,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,3/2/2022,0,8,
Los Angeles,Bottega Louie,Armando G.,Best food n town great dessert  n so fresh quality,"CA, CA",5.0,https://s3-media0.fl.yelpcdn.com/photo/IrqCcFTqt0T80DAbp82ShQ/60s.jpg,3/1/2022,0,4,
Los Angeles,Bottega Louie,Lola L.,Absolutely superb. Definitely one ofThose places you have to try. Elegant and delicious,"Beverly Hills, CA",5.0,https://s3-media0.fl.yelpcdn.com/photo/NZfszu7uSxVXGLBWeMaRow/60s.jpg,2/19/2022,319,108,52
Los Angeles,Bottega Louie,Jonathan B.,Omg the best pizza ever! I I am totally impress with their staff and their wine selection are awesome!.,"Los Angeles, CA",5.0,https://s3-media0.fl.yelpcdn.com/photo/WTcyWBdo1c3En1mr7NQeiQ/60s.jpg,2/19/2022,0,9,
Los Angeles,Bottega Louie,Guadalupe P.,gracias por todo good food excellent service good good good i recommend this location for breakfast,"Los Angeles, CA",5.0,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,2/11/2022,0,2,
Los Angeles,Bottega Louie,Aracely B.,Best desserts! Fresh and delicious!,"Los Angeles, CA",5.0,https://s3-media0.fl.yelpcdn.com/photo/HpE7SoO03xM4hNIf3IhJuQ/60s.jpg,2/4/2022,15,2,
Los Angeles,Bottega Louie,Ryan A.,Delicious food. Warm and friendly staff,"Los Angeles, CA",5.0,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,2/1/2022,0,6,3
Los Angeles,Bottega Louie,Leslie A.,Great food! Love it! Love it! Love it!,"Los Angeles, CA",5.0,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,1/30/2022,0,3,
Los Angeles,Bottega Louie,Jeeyean C.,"I love their pizzas and their crème brûlée! Love it! I am typing as a kid. Been there a week ago. There is indoor/outdoor seating(I mean the building is the inside and the outside is a covered space but is outside of the building.) You should stop by and try the Grand Cru macaron and the tiramisu(if available). If the Bottega Louie manager sees this, thank you for all the good food and customer service and care! Margherita Pizza, Smoked Salmon Benedict, Portobello Mushroom are some of things that you have to try!","Los Angeles, CA",5.0,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,1/30/2022,0,1,
Los Angeles,Bottega Louie,Antoanela N.,Yumm!!!!Everything was delicious! And top notch service.,"Van Nuys, CA",5.0,https://s3-media0.fl.yelpcdn.com/photo/e0RXLB5uBmRFpKwqhBaqpQ/60s.jpg,1/12/2022,0,11,
Los Angeles,Bottega Louie,Ralph Monico O.,The portubello mushroom truffle fries is the best,"Los Angeles, CA",5.0,https://s3-media0.fl.yelpcdn.com/photo/vZGF9OdegMDpQU-nLdH-xg/60s.jpg,1/9/2022,116,4,3
Los Angeles,Bottega Louie,Stive A.,Good and perfectly service I'm really like,"Los Angeles, CA",5.0,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,12/28/2021,0,2,1
Los Angeles,Bottega Louie,Samantha O.,Delicious treats!So beautiful and classy,"Los Angeles, CA",5.0,https://s3-media0.fl.yelpcdn.com/photo/P8CvibqLuAEo2Q7-TgbbVg/60s.jpg,12/14/2021,0,5,
Los Angeles,Bottega Louie,Jake S.,"Love this place, the best fruit tart anywhere. Also the menu is awesome","Los Angeles, CA",5.0,https://s3-media0.fl.yelpcdn.com/photo/-nOChw_sc63qMrNgp4bSxg/60s.jpg,12/8/2021,0,5,
Los Angeles,Bottega Louie,William R.,"Excellent sweets to enjoy and easily impress all who you share with here at Bottega Louie.  I miss their old location but not much else has changed. Their dining menus are still delicious and I've always had good service from caring staff. Everything we ordered was very enjoyable. I was lucky to get seated quickly as it wasn't as busy but it does get busy very quickly as well. Very family friendly, service was great!","Los Angeles, CA",5.0,https://s3-media0.fl.yelpcdn.com/photo/MtUxqiaD3GfLWA756F7FAw/60s.jpg,12/8/2021,56,14,6
Los Angeles,Bottega Louie,Asma M.,"The macarons here are fantastic, I like them very much, if you have time, you can come and try them","Los Angeles, CA",5.0,https://s3-media0.fl.yelpcdn.com/photo/FAY5cYwGB7upT5jpIAkHtQ/60s.jpg,12/7/2021,0,1,
Los Angeles,Bottega Louie,Tatiana B.,This is definitively a place where to go if you visit LA !,"Genève, Switzerland",5.0,https://s3-media0.fl.yelpcdn.com/photo/ui-K-ygNHvhuyKbwXwapVQ/60s.jpg,11/30/2021,0,8,2
Los Angeles,Bottega Louie,Invi S.,"I like the margerita pizza, is very yummy, the restaurant have a lot noise but still very comfortable. I would like to come back again since Im learing some french food to order, lol","San Francisco, CA",5.0,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,11/24/2021,0,4,1
Los Angeles,Bottega Louie,Lance J.,amazing! great good and atmosphere,"Los Angeles, CA",5.0,https://s3-media0.fl.yelpcdn.com/photo/VQOB3UPTaqT_KRYx4x7Haw/60s.jpg,11/22/2021,119,10,
Los Angeles,Bottega Louie,Rachel N.,Came here last minute for a date. Service and quality of food was great! Loved the selection and food and the ambience was perfect. Will come back again :),"Buena Park, CA",5.0,https://s3-media0.fl.yelpcdn.com/photo/NMGJLbSLK7OS9FbhrzO_sQ/60s.jpg,11/22/2021,0,7,
Los Angeles,Bottega Louie,Marion D.,Really delicious food and pastries. Excellent cocktails and service as well.  I wish they would hurry up and reopen!,"Los Angeles, CA",5.0,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,10/3/2021,0,3,
Los Angeles,Bottega Louie,Millie B.,Nothing but perfection every time. It's pure joy.,"Inglewood, CA",5.0,https://s3-media0.fl.yelpcdn.com/photo/NPzXqfyazm4m3c78MrmIYQ/60s.jpg,6/19/2021,14,106,
Los Angeles,Bottega Louie,Leadis R.,Can't wait to return. I trip Downtown exclusively to have pizza and in my opinion the best Whiskey Sour in Southern Calif. Always Pleasing never dissatisfied.,"San Francisco, CA",5.0,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,2/12/2021,0,1,
Los Angeles,Bottega Louie,Varam M.,I always would always come to Bottega Louie Pre Covid. I have to say it's one of the most nicest restaurants someone can walk into. Bottega never lets me down with their food or their service. Food is amazing and their brick oven pizzas is one of the best on the menu. You can see the open kitchen where the chefs prepare your food. Very fancy place to come with a friend group or family. Hands down they have the best deserts compared to other restaurants. Their macaroons are designed so nicely with a fancy box to go with it. The atmosphere is loud but i'm fine with that. They also have two sides to the restaurant. The cafe is towards the door and the restaurant seating is more towards the back. Their high ceiling almost makes you feel like your in a castle ahh. I love their organization skills and how they work everything out real quick. Most fantastic Italian restaurant out there!,"Vineyard, Glendale, CA",5.0,https://s3-media0.fl.yelpcdn.com/photo/4vOvTPzwwJcKqxnHkeFWSg/60s.jpg,12/23/2020,48,52,13
Los Angeles,Bottega Louie,Sean S.,We had a great meal with great wine. Our server Frankie was exceptional. Atmosphere is great.,"Lynnfield, MA",5.0,https://s3-media0.fl.yelpcdn.com/photo/abfGH8U3mMD-GrCXJ5kwkA/60s.jpg,11/24/2020,113,18,1
Los Angeles,Bottega Louie,Dr. Gregory C.,Delicious food! Great service! Lively atmosphere.,"Downtown, Los Angeles, CA",5.0,https://s3-media0.fl.yelpcdn.com/photo/qxDK5Tu9MUzcLIammfAO5A/60s.jpg,8/16/2020,0,2,
Los Angeles,Bottega Louie,F R.,I dare you to avoid the macaroons. Not only are they visually gorgeous... they're delicious!,"Los Angeles, CA",5.0,https://s3-media0.fl.yelpcdn.com/photo/oBN3ZANyckexGm7FKsqsdw/60s.jpg,7/2/2020,0,17,
Los Angeles,Bottega Louie,Dylan K.,"This is as good as it gets. If you're looking for good food, this is where you gotta go.","Chatsworth, Chatsworth, CA",5.0,https://s3-media0.fl.yelpcdn.com/photo/RExqrT3Sxh_A5NiBZ8fpNw/60s.jpg,5/8/2020,226,7,
Los Angeles,Bottega Louie,Amy S.,This is the best sweets in Downtown LA!,"Eagle Rock, Los Angeles, CA",5.0,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,4/5/2020,0,4,
Los Angeles,Bottega Louie,Michael H. B.,"A little Euro/French chic in LA. Love this place for all it's Old World elegance and charm (great for your Gram) and incredible service (which I would say is better than in Europe haha). Their Macaroons are so good I'll drive 10 miles just to have them for desert, but all their food is just delicious. Smoken Salmon Benedict anyone? Yes please!","Central LA, West Hollywood, CA",5.0,https://s3-media0.fl.yelpcdn.com/photo/QtdTmD_4qPfEjkdnak4T1Q/60s.jpg,3/28/2020,10,4,
Los Angeles,Bottega Louie,Darren D.,This place is amazing.  The food was good the service was good had a nice time.,"Los Angeles, CA",5.0,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,3/25/2020,123,15,42
Los Angeles,Bottega Louie,K S.,Beautiful location and food was amazing. Highly recommend.,"Folsom, CA",5.0,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,3/23/2020,4,49,5
Los Angeles,Bottega Louie,Caroline S.,"Great place for brunch , i go there every other week with my boyfriend . And let`s give them some credit these days , they have toilet paper around , on a day when even equinox ran out of it :)))So ...Kudos Bottega and i cant wait to come back . Thank you for your amazing service , always","Pacific Palisades, Los Angeles, CA",5.0,https://s3-media0.fl.yelpcdn.com/photo/_-YHMFUFVprm3FJJAbWtnw/60s.jpg,3/16/2020,0,3,1
Los Angeles,Bottega Louie,Omar R.,I was here last month. Great environment. This is a place to have or celebrate a soecial ocacion,"Los Angeles, CA",5.0,https://s3-media0.fl.yelpcdn.com/photo/7WtPpKY4MA-DvO2JQ5OurQ/60s.jpg,3/9/2020,0,28,18
Los Angeles,Bottega Louie,Joel L.,I had a great luck here with my wife,"San Francisco, CA",5.0,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,3/6/2020,0,3,
Los Angeles,Bottega Louie,Aaron A.,Great food. great atmosphere! Went there with a group and really enjoyed the fish dish and they have great desserts.,"Los Angeles, CA",5.0,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,3/6/2020,0,11,
Los Angeles,Bottega Louie,Natalie G.,One of my favorite places to go and grab tea and dessert!!,"Tarzana, CA",5.0,https://s3-media0.fl.yelpcdn.com/photo/N6H0GzBzAqZu8ZkJUaK3ww/60s.jpg,3/5/2020,0,6,
Los Angeles,Bottega Louie,Sophia K.,A beautiful patisserie that takes pride in the classic quality of their products. A true gem,"Beverly Hills, CA",5.0,https://s3-media0.fl.yelpcdn.com/photo/7Zj35LlaMbcyyqMxWYq69g/60s.jpg,3/4/2020,0,3,
Los Angeles,Bottega Louie,Paula F.,Best deserts in town!!! Have been addicted ever since I tried them thanks to my cousin !! This is a must try,"South Los Angeles, Los Angeles, CA",5.0,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,2/21/2020,0,2,
Los Angeles,Bottega Louie,Alan S.,Pizza and cannoli's to go!!! Life is good!! My first stop here and it was amazing.,"Knoxville, TN",5.0,https://s3-media0.fl.yelpcdn.com/photo/XJ7Nmbrjq3WJWikPVle_9w/60s.jpg,2/19/2020,559,238,
Los Angeles,Bottega Louie,Robert G.,Nice elegant structure price is not bad customer services A1 with my experience nice for a date great strong drinks and great food,"Los Angeles, CA",5.0,https://s3-media0.fl.yelpcdn.com/photo/iRxIR03Kb2CHwCbo6O_-tQ/60s.jpg,2/18/2020,0,7,1
Los Angeles,Bottega Louie,Joe V.,"Beautiful place, best for breakfast or brunch, gets loud at night. Decor is so stylish, pizza napoletana was great and unique, but the real treat is in the desserts section. All kind of macaroons possible and impossible, pastries, patisserie, very tasty. Macaroons come in pretty gift boxes so they will make a good gift to your loved ones.","Thousand Oaks, CA",5.0,https://s3-media0.fl.yelpcdn.com/photo/TiNMaObEuci_deqEpjgB4w/60s.jpg,2/18/2020,0,5,
Los Angeles,Bottega Louie,Anika S.,"Bottega Louie is such a lovely experience. From the minute you walk through their doors, your mood gets lifted. You just end up feeling happy. The space is beautiful and the service is amazing. I cannot wait until I am in LA again, just so I can sit and have a meal in Bottega Louie!","San Francisco, CA",5.0,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,2/18/2020,0,9,6
Los Angeles,Bottega Louie,Amanda H.,"Bottega Louie is my favorite place. Very recommending to everyone, don't hesitate!","Los Angeles, CA",5.0,https://s3-media0.fl.yelpcdn.com/photo/li0RJtrcbMPTtm-SeQTfNg/60s.jpg,2/17/2020,0,2,
Los Angeles,Bottega Louie,Brandon L.,"Great service! I had breakfast here with my mother. Not only is the food amazing, the ambiance is cozy and upbeat. I would recommend this place to everyone living or visiting the area. I will be returning soon!","San Francisco, CA",5.0,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,2/14/2020,0,2,
Los Angeles,Bottega Louie,Anita L.,Whole entire place is VERY VERY cute and lovely. Foods? I can't even talk about it . Love their food and their selections. I will be stopping by time to time !,"Oakwood, Los Angeles, CA",5.0,https://s3-media0.fl.yelpcdn.com/photo/FPzkXTShBZdErvTeGYLuiw/60s.jpg,2/12/2020,0,3,1
Los Angeles,Bottega Louie,Clark M.,"A good place to for Brunch Time. Me and my family ordered pizza, burgers and dessert. Delicioso! The kids love the dessert. Everything is nice. The decor is good. The staff were nice. All in all. 5-star for me. We'll definitely be back. Highly recommendable.","Downtown Los Angeles, Los Angeles, CA",5.0,https://s3-media0.fl.yelpcdn.com/photo/M7eljsm_OzOrJajDmyMPiw/60s.jpg,2/6/2020,25,2,
Los Angeles,Bottega Louie,Freyja S.,"This is where I want to be every time I need to take my breakfast. My friend and I walk around downtown in LA and found this nice place. I order a french toast and eggs Benedict. I fell in love with their french toast. Absolutely delicious. The eggs were good to. My friend ordered a mushroom and their sausage pizza. And wow, so good as well. Nice and cozy place. Nice staff. My friend and I would love to come back here and recommend it to some other friends.Kudos!!!- Jaja","Los Angeles, CA",5.0,https://s3-media0.fl.yelpcdn.com/photo/zAlfslaGogBwIq2qKokDcQ/60s.jpg,2/5/2020,8,2,
Los Angeles,Bottega Louie,Misnoralba R.,Fresh food excellent customer service Beautiful place great atmosphere Is worth every penny,"Los Angeles, CA",5.0,https://s3-media0.fl.yelpcdn.com/photo/Kb6hQtLeCPLpBn7lO7eNEw/60s.jpg,1/31/2020,9,9,47
Los Angeles,Bottega Louie,Hannah T.,"My boyfriend treated me to dinner here. Without a doubt it was a great experience. Our waiter was Bradley and you could tell that he had his s*** together. The food was soooo good, and if you order something of the smaller plates menu, it won't break the bank. I would highly recommend the bacon mac and cheese. I think it's made with knead & co pasta which was a welcome discovery. I also like the building too.","Central LA, Los Angeles, CA",5.0,https://s3-media0.fl.yelpcdn.com/photo/dPYbY-NVDudctF2Lpqk00w/60s.jpg,1/31/2020,7,9,3
Los Angeles,Bottega Louie,Gina R.,"Simply the best Italian food in DTLA.  The wait are always long but it's worth it. The food, the drinks and the dessert are perfection. The pizza is so delicious as is their pasta. It's so hard to make a decision when you walk into this place.  It's that good.  So yes, wait in that line and enjoy some great drinks. You won't be disappionted.","South Los Angeles, Los Angeles, CA",5.0,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,1/28/2020,0,4,
Los Angeles,Bottega Louie,Justin A.,Great place to eat at lunch. Classy and elegant. Service was great also. Recommend this restaurant.,"Beverly Hills, CA",5.0,https://s3-media0.fl.yelpcdn.com/photo/RL-cdEBfXsO3CRwObSGV-Q/60s.jpg,1/21/2020,0,6,
Los Angeles,Bottega Louie,Kristen J.,reminds me of nyc so great macarons  manifique!!!,"Beverly Hills, CA",5.0,https://s3-media0.fl.yelpcdn.com/photo/pinYQUnCH97y6g-znmXHZA/60s.jpg,1/17/2020,0,6,
Los Angeles,Bottega Louie,Brenda R.,Fun spot in DTLA. Food is good and the desserts are the best. Every time we are in DTLA we stop by for some Macarons. The restaurant layout makes it very unique. It's an open space with a high ceiling. There is valet for parking in case you don't to deal with finding street parking or another lot.Fun spot in DTLA. Food is good and the desserts are the best. Every time we are in DTLA we stop by for some Macarons. The restaurant layout makes it very unique. It's an open space with a high ceiling. There is valet for parking in case you don't to deal with finding street parking or another lot. The staff is very professional and friendly especially the waiters. They are always checking in with you to make sure everything is good with your meal and if you need anything else.,"San Francisco, CA",5.0,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,1/16/2020,0,6,
Los Angeles,Bottega Louie,Jacob S.,"sooooo good. best brunch i've had in la. plus, the dessert counterrrr","San Francisco, CA",5.0,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,1/6/2020,0,4,
Los Angeles,Bottega Louie,Jay R.,"We were in town for Christmas week and we went to Bottega for a few bites and drinks everything was amazing from the service , the food and ambiance , James was outstanding","San Francisco, CA",5.0,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,12/26/2019,0,2,
Los Angeles,Bottega Louie,Joanne S.,"Cupcakes, macaroons, pie, cakes and more. You can find anything your little taste buds desire. I would definitely recommend this place to anyone with a sweet tooth or anyone looking to celebrate a birthday/holiday etc. I would recommend enjoying your sweets in their location, such a great environment. You gotta be ready to spend some $$$ though... not cheap","Santa Monica, CA",5.0,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,12/18/2019,1,5,
Los Angeles,Bottega Louie,Stephanie L.,"Atmosphere is classy no matter what time of day you decide to eat!  It's clean, service is magnificent, and presentation is gorgeous.Food, service, appearance and most of all the desserts are on point!!!!!! The interior was to die for! It was absolutely beautiful, a lot of natural light and high ceilings.","Northeast Los Angeles, Los Angeles, CA",5.0,https://s3-media0.fl.yelpcdn.com/photo/ui7GjYJklfN3KvIiI8BUIg/60s.jpg,12/13/2019,8,20,9
Los Angeles,Bottega Louie,Lili M.,"One of the best patisseries in LA, and their portobello fries are insane. Just be prepared for a long ass wait if you want a sit down meal.","Los Angeles, CA",5.0,https://s3-media0.fl.yelpcdn.com/photo/5WKN30WpXUav383UD8vGNA/60s.jpg,12/2/2019,62,7,
Los Angeles,Bottega Louie,Jordan W.,"Great place to impress your out-of-town guests. Having moved to LA 3 years ago, I like to bring my smalltown girlfriends here to enjoy a day of bougie ness and what-we-see-on-TV LA-esque vibe. It's impressive to see everything they have and serve,","Montebello, CA",5.0,https://s3-media0.fl.yelpcdn.com/photo/XOslS4H3lVd5mA8rkKu1tA/60s.jpg,11/30/2019,4,3,3
Los Angeles,Bottega Louie,Phil O.,Still great.  Ate there last night.  Has a steak and a pizza and both were top notch.,"Venice, Los Angeles, CA",5.0,https://s3-media0.fl.yelpcdn.com/photo/nSOmd_4vlqSD4vsXiWjuBw/60s.jpg,11/21/2019,0,10,4
Los Angeles,Bottega Louie,Amy D.,beautiful place and yummy food!,"Los Angeles, CA",5.0,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,11/21/2019,0,3,
Los Angeles,Bottega Louie,Elisa M.,"I went with my daughter, for a mommy and daughter date. We had a great day.. food was delicious too.","Bell, CA",5.0,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,11/11/2019,2,6,1
Los Angeles,Bottega Louie,Tina L.,This is my first time in downtown Los Angeles and i heard about this place thousand times so I decided to stop by!! it surprised me a lot!! The food and the dessert taste beyond good!! the best chocolate souffle I've ever had!! highly recommended!,"Los Angeles, CA",5.0,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,11/5/2019,0,2,
Los Angeles,Bottega Louie,Marjorie W.,"First of all, I am thankful that we were able to stop by Bottega Louie. This is the wonderful place I've ever been. I love the place and the ambiance. Valet parking is very convenient. First of with the desserts. Macaroons are the BEST. Salted caramel is my favorite. It makes me feel light and happy. Next is the Raspberry Cheesecake, a PERFECT cake for me. Lastly is the Portobello fries. OMG, I LOVED IT!!!! I've never though that I was eating mushrooms. What an AMAZING treat. This is absolutely the best stop we had. I definitely enjoyed the food and the service Hopefully, we come back soon. Highly recommended.Many thanks,- Marjorie","Rancho Park, Los Angeles, CA",5.0,https://s3-media0.fl.yelpcdn.com/photo/-7T9pOUR0ICKnzvhN2nWCw/60s.jpg,10/16/2019,29,2,
Los Angeles,Bottega Louie,Baby B.,"I bought bunch of banana cream pies that melted while I was waiting for my son in drug court, they still tasted great.  My son is guilty of Sexual assault and bottega Louie is guilty of great banana cream pies!","Oakwood, Los Angeles, CA",5.0,https://s3-media0.fl.yelpcdn.com/photo/5Izj0U9eHa01O2-42WB5MQ/60s.jpg,10/6/2019,49,10,
Los Angeles,Bottega Louie,Bob F.,Bottega Louie is the one of a kind place you dream of. Amazing memories. Wonderful place! HUGE. Fantastic! Wonderful!,"Highland Park, Los Angeles, CA",5.0,https://s3-media0.fl.yelpcdn.com/photo/9XoAaSHkfSlKTvPLgXapMQ/60s.jpg,10/3/2019,0,4,
Los Angeles,Bottega Louie,Sahar M.,"they have great customer service, the food was amazing!!","San Francisco, CA",5.0,https://s3-media0.fl.yelpcdn.com/photo/JzDnNWTkwYi5R4VzUHXRYQ/60s.jpg,10/1/2019,0,5,1
Los Angeles,Bottega Louie,Janice N.,They have the best macaroons in town. The earl grey and salted caramel macaroons are the bomb.,"Manhattan, New York, NY",5.0,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,9/30/2019,0,3,2
Los Angeles,Bottega Louie,Simon W.,One of the loveliest places in DTLA. Bottega Louie is one of my favorite places in the area as well as my friends. This place just screams lovely!The pastries and cakes are a definite must but the menu is just as delicious. I am a big fan of their Mache salad as it is l,"San Francisco, CA",5.0,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,9/30/2019,0,4,2
Los Angeles,Bottega Louie,Chris B.,Always great! I have yet to eat something I don't like from this place,"Los Angeles, CA",5.0,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,9/28/2019,0,2,
Los Angeles,Bottega Louie,Loan S.,"Do you need a loan? Do you want to make your dreams come true? Do you want to start a business? Do you need a serious loan to pay off your debts? Pay at home or in a car? What are the situations? we offer  all kind of loan of $3,000 -$50,000,000 with 3%. If interested, contact us by email: Whatsapp: + 1-803-371-3267","San Francisco, CA",5.0,https://s3-media0.fl.yelpcdn.com/photo/amxrNAhbchamXnyzFeIPMw/60s.jpg,9/26/2019,0,2,2
Los Angeles,Bottega Louie,Joanna J.,This is a cute little bougie place. I recommend for a find girls outing. They have good food and drinks and give a reason to get dressed cute.,"Tarzana, Los Angeles, CA",5.0,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,9/11/2019,0,12,1
Los Angeles,Bottega Louie,Ava P.,"Lovely place to get some macrons macrons macrons!! Definitely try their macrons, not too sweet just perfect, and their packaging is very cute too, great for giving out as gift too! Highly recommend","Los Angeles, CA",5.0,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,9/8/2019,0,10,
Los Angeles,Bottega Louie,Chenguang G.,The desserts are super pretty and delicious especially all the Macrons are to die for and their wrapping are so beautiful! Highly recommend.,"Los Angeles, CA",5.0,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,9/8/2019,0,11,
Los Angeles,Bottega Louie,Huiliang D.,"Stopped by and grabbed couple Macaroon to go. Did not try the food menu, but Macaroon was good, not too sweet and taste sooo good!","Rowland Heights, CA",5.0,https://s3-media0.fl.yelpcdn.com/photo/vVaEYTUEO6BOGAdZJe9Ybw/60s.jpg,9/7/2019,0,11,
Los Angeles,Bottega Louie,Qiqiang L.,"This is a nice restaurant to go to for work lunch or an outing with friends or family. Italian food here is delicious and fresh. However, the waiting time is pretty long but definitely worth the wait.","San Francisco, CA",5.0,https://s3-media0.fl.yelpcdn.com/photo/quZyhLCdh0XwDWp8TtgHdA/60s.jpg,9/7/2019,0,11,
Los Angeles,Bottega Louie,Yohan R.,"Excellent quality , very nice macarons , I loved it","Comté de Los Angeles, CA",5.0,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,9/3/2019,0,3,1
Los Angeles,Bottega Louie,Lily P.,Great place to go with friends and family. Loved it.,"Porter Ranch, Porter Ranch, CA",5.0,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,9/1/2019,0,3,
